tenure,MonthlyCharges,Contract,Churn,TenureGroup,ChargeGroup
2,60.85,Month-to-month,No,0-12,Medium
1,43.95,Month-to-month,No,0-12,Medium
4,86.05,Month-to-month,No,0-12,High
19,20.25,One year,No,13-24,Low
30,85.15,Month-to-month,Yes,25-48,High
67,19.4,Two year,No,49-72,Low
72,102.65,Two year,No,49-72,High
53,19.9,Two year,No,49-72,Low
5,19.55,One year,No,0-12,Low
71,95.5,Two year,No,49-72,High
50,84.15,One year,No,49-72,High
56,103.2,Two year,No,49-72,High
2,50.2,Month-to-month,No,0-12,Medium
2,88.55,Month-to-month,Yes,0-12,High
24,54.75,Month-to-month,Yes,13-24,Medium
46,19.95,Two year,No,25-48,Low
71,116.25,Two year,No,49-72,High
29,31.2,Month-to-month,No,25-48,Low
69,24.45,Two year,No,49-72,Low
71,84.2,Two year,No,49-72,High
1,91.3,Month-to-month,Yes,0-12,High
56,85.65,Two year,No,49-72,High
56,21.2,One year,No,49-72,Low
1,79.5,Month-to-month,Yes,0-12,High
28,25.55,One year,No,25-48,Low
19,20.2,Month-to-month,No,13-24,Low
66,63.85,Month-to-month,No,49-72,Medium
17,61.95,One year,No,13-24,Medium
52,25.75,Two year,No,49-72,Low
19,58.2,One year,No,13-24,Medium
36,85.85,One year,No,25-48,High
7,70.1,Month-to-month,Yes,0-12,High
72,104.9,One year,No,49-72,High
67,111.3,One year,Yes,49-72,High
34,99.85,One year,No,25-48,High
57,95.25,Month-to-month,Yes,49-72,High
7,86.25,Month-to-month,Yes,0-12,High
1,100.8,Month-to-month,Yes,0-12,High
8,19.55,Month-to-month,No,0-12,Low
69,104.0,Two year,No,49-72,High
50,104.4,One year,No,49-72,High
10,19.5,One year,No,0-12,Low
12,25.25,Two year,No,0-12,Low
14,86.3,Month-to-month,Yes,13-24,High
70,49.85,Two year,No,49-72,Medium
64,108.95,Month-to-month,No,49-72,High
66,89.9,Two year,No,49-72,High
71,82.0,Two year,No,49-72,High
20,89.95,Month-to-month,No,13-24,High
72,79.35,Two year,No,49-72,High
71,64.05,Two year,No,49-72,Medium
38,101.15,Month-to-month,No,25-48,High
28,89.95,Month-to-month,Yes,25-48,High
17,76.45,Month-to-month,Yes,13-24,High
33,39.1,One year,No,25-48,Medium
23,34.6,Two year,No,13-24,Low
58,19.55,One year,No,49-72,Low
70,104.45,Two year,No,49-72,High
4,70.5,Month-to-month,No,0-12,High
45,20.35,Two year,No,25-48,Low
10,70.0,Month-to-month,Yes,0-12,Medium
36,19.45,Two year,No,25-48,Low
54,69.9,Month-to-month,No,49-72,Medium
23,59.7,Two year,No,13-24,Medium
41,78.35,One year,No,25-48,High
5,71.45,Month-to-month,No,0-12,High
27,45.85,One year,No,25-48,Medium
1,95.85,Month-to-month,No,0-12,High
67,35.7,Two year,No,49-72,Medium
72,89.55,Two year,No,49-72,High
56,24.95,Two year,No,49-72,Low
44,24.85,One year,No,25-48,Low
66,100.8,Month-to-month,No,49-72,High
34,64.4,One year,Yes,25-48,Medium
69,105.35,Two year,No,49-72,High
1,102.45,Month-to-month,Yes,0-12,High
40,19.65,Two year,No,25-48,Low
30,54.45,Month-to-month,No,25-48,Medium
11,70.5,Month-to-month,No,0-12,High
15,20.1,One year,No,13-24,Low
11,69.35,Month-to-month,No,0-12,Medium
64,19.8,One year,No,49-72,Low
72,74.4,Two year,No,49-72,High
72,93.05,Two year,No,49-72,High
1,51.2,Month-to-month,No,0-12,Medium
15,65.6,One year,No,13-24,Medium
60,80.55,One year,No,49-72,High
56,52.7,One year,No,49-72,Medium
8,20.85,Two year,No,0-12,Low
3,80.1,Month-to-month,Yes,0-12,High
49,52.15,Month-to-month,No,49-72,Medium
2,80.2,Month-to-month,Yes,0-12,High
6,98.15,Month-to-month,Yes,0-12,High
70,114.95,Two year,No,49-72,High
12,112.95,Month-to-month,Yes,0-12,High
52,104.45,One year,No,49-72,High
72,113.65,Two year,No,49-72,High
40,20.6,Two year,No,25-48,Low
1,70.9,Month-to-month,Yes,0-12,High
3,86.85,Month-to-month,Yes,0-12,High
40,91.55,Month-to-month,No,25-48,High
1,49.85,Month-to-month,No,0-12,Medium
30,19.8,One year,No,25-48,Low
23,99.85,Month-to-month,Yes,13-24,High
1,74.5,Month-to-month,Yes,0-12,High
44,104.15,Month-to-month,No,25-48,High
65,109.15,Month-to-month,Yes,49-72,High
7,48.2,Month-to-month,No,0-12,Medium
72,25.1,Two year,No,49-72,Low
8,100.15,Month-to-month,No,0-12,High
16,65.2,Month-to-month,Yes,13-24,Medium
66,99.5,Month-to-month,Yes,49-72,High
1,71.55,Month-to-month,Yes,0-12,High
3,55.9,Month-to-month,No,0-12,Medium
53,93.9,Month-to-month,Yes,49-72,High
8,64.4,Month-to-month,No,0-12,Medium
69,108.4,Two year,Yes,49-72,High
5,85.3,Month-to-month,No,0-12,High
72,107.45,Two year,No,49-72,High
13,48.75,Month-to-month,Yes,13-24,Medium
4,85.65,Month-to-month,Yes,0-12,High
54,91.3,Two year,No,49-72,High
72,85.95,Two year,No,49-72,High
12,106.7,Month-to-month,Yes,0-12,High
1,25.15,Month-to-month,Yes,0-12,Low
1,45.2,Month-to-month,No,0-12,Medium
54,110.35,One year,Yes,49-72,High
69,79.2,Two year,No,49-72,High
48,55.5,Two year,No,25-48,Medium
48,103.25,One year,Yes,25-48,High
8,90.25,Month-to-month,No,0-12,High
71,91.25,Two year,No,49-72,High
2,47.8,Month-to-month,Yes,0-12,Medium
67,100.9,One year,No,49-72,High
34,97.7,Month-to-month,No,25-48,High
3,69.85,Month-to-month,No,0-12,Medium
9,65.6,One year,No,0-12,Medium
71,104.65,One year,No,49-72,High
57,90.45,Two year,No,49-72,High
72,63.7,Two year,No,49-72,Medium
48,104.5,Month-to-month,No,25-48,High
18,20.1,One year,No,13-24,Low
43,104.3,One year,No,25-48,High
72,93.25,Two year,No,49-72,High
35,73.45,One year,No,25-48,High
4,20.7,Month-to-month,No,0-12,Low
49,25.25,Two year,No,49-72,Low
71,100.5,Two year,No,49-72,High
11,90.6,Month-to-month,No,0-12,High
63,89.4,Two year,No,49-72,High
65,95.45,Month-to-month,No,49-72,High
49,20.45,Two year,No,49-72,Low
29,98.6,Month-to-month,Yes,25-48,High
15,83.05,Month-to-month,Yes,13-24,High
4,19.95,Month-to-month,No,0-12,Low
72,109.15,One year,No,49-72,High
26,85.7,Month-to-month,No,25-48,High
35,102.05,Month-to-month,No,25-48,High
57,94.7,One year,No,49-72,High
28,64.4,Month-to-month,No,25-48,Medium
25,26.8,One year,No,25-48,Low
47,66.05,One year,No,25-48,Medium
57,65.2,Month-to-month,No,49-72,Medium
16,85.05,Month-to-month,No,13-24,High
5,55.8,Month-to-month,No,0-12,Medium
17,70.4,Month-to-month,Yes,13-24,High
56,104.75,One year,Yes,49-72,High
72,19.95,Two year,No,49-72,Low
21,94.25,Month-to-month,Yes,13-24,High
48,45.0,One year,No,25-48,Medium
68,114.9,Two year,No,49-72,High
30,106.4,Month-to-month,No,25-48,High
3,46.1,Month-to-month,No,0-12,Medium
14,39.7,Two year,No,13-24,Medium
4,20.05,Month-to-month,No,0-12,Low
71,95.75,Two year,No,49-72,High
8,24.4,One year,No,0-12,Low
61,33.6,Month-to-month,No,49-72,Low
72,90.45,Two year,No,49-72,High
5,84.0,Month-to-month,No,0-12,High
49,67.4,Two year,No,49-72,Medium
8,19.7,Month-to-month,No,0-12,Low
3,80.35,Month-to-month,No,0-12,High
9,19.6,Two year,No,0-12,Low
67,54.2,Two year,No,49-72,Medium
46,45.2,Month-to-month,No,25-48,Medium
67,75.1,One year,No,49-72,High
55,19.7,One year,No,49-72,Low
33,72.75,Month-to-month,No,25-48,High
62,20.05,Two year,No,49-72,Low
1,45.95,Month-to-month,Yes,0-12,Medium
49,39.2,Month-to-month,No,49-72,Medium
1,44.75,Month-to-month,No,0-12,Medium
14,82.65,Month-to-month,No,13-24,High
18,93.9,Month-to-month,No,13-24,High
1,70.15,Month-to-month,Yes,0-12,High
1,85.55,Month-to-month,Yes,0-12,High
72,117.15,Two year,No,49-72,High
64,99.25,Two year,No,49-72,High
69,112.55,Two year,No,49-72,High
1,25.7,Month-to-month,No,0-12,Low
71,90.3,Two year,No,49-72,High
66,49.4,One year,No,49-72,Medium
2,19.4,Month-to-month,No,0-12,Low
71,109.7,Two year,No,49-72,High
11,61.25,One year,No,0-12,Medium
47,55.3,Month-to-month,No,25-48,Medium
35,70.3,Month-to-month,Yes,25-48,High
32,106.35,Month-to-month,Yes,25-48,High
60,103.75,Month-to-month,No,49-72,High
11,19.5,One year,No,0-12,Low
29,39.5,One year,No,25-48,Medium
21,26.05,Month-to-month,No,13-24,Low
48,91.05,Month-to-month,No,25-48,High
3,29.65,Month-to-month,No,0-12,Low
43,50.2,Month-to-month,No,25-48,Medium
5,105.3,Month-to-month,No,0-12,High
1,55.45,Month-to-month,No,0-12,Medium
71,85.45,One year,No,49-72,High
8,19.8,One year,No,0-12,Low
8,59.25,Month-to-month,No,0-12,Medium
20,90.7,Month-to-month,No,13-24,High
33,103.7,One year,Yes,25-48,High
71,79.05,One year,No,49-72,High
31,90.7,One year,No,25-48,High
38,95.0,One year,No,25-48,High
1,88.35,Month-to-month,Yes,0-12,High
2,30.25,Month-to-month,No,0-12,Low
12,49.85,Month-to-month,No,0-12,Medium
9,93.0,Month-to-month,No,0-12,High
11,54.55,Month-to-month,No,0-12,Medium
6,19.7,Month-to-month,No,0-12,Low
71,84.8,One year,No,49-72,High
42,94.45,One year,No,25-48,High
8,94.2,Month-to-month,Yes,0-12,High
5,96.25,Month-to-month,Yes,0-12,High
2,70.7,Month-to-month,Yes,0-12,High
45,20.85,Two year,No,25-48,Low
28,60.0,One year,No,25-48,Medium
43,80.45,Month-to-month,No,25-48,High
60,84.95,Two year,No,49-72,High
42,33.55,One year,Yes,25-48,Low
7,49.65,Two year,No,0-12,Medium
25,20.2,One year,No,25-48,Low
40,94.55,Month-to-month,Yes,25-48,High
27,100.5,One year,No,25-48,High
10,35.75,Month-to-month,No,0-12,Medium
27,86.45,Month-to-month,No,25-48,High
11,53.8,One year,No,0-12,Medium
4,38.55,Month-to-month,No,0-12,Medium
68,39.9,Month-to-month,No,49-72,Medium
1,70.05,Month-to-month,No,0-12,High
18,20.1,One year,No,13-24,Low
57,112.95,Two year,Yes,49-72,High
26,20.3,Month-to-month,No,25-48,Low
17,35.65,Month-to-month,No,13-24,Medium
1,35.9,Month-to-month,Yes,0-12,Medium
38,99.25,Month-to-month,Yes,25-48,High
59,82.95,One year,No,49-72,High
30,55.65,Two year,No,25-48,Medium
2,24.45,Month-to-month,Yes,0-12,Low
50,25.2,One year,No,49-72,Low
9,50.8,One year,No,0-12,Medium
3,19.65,Month-to-month,No,0-12,Low
14,59.8,Month-to-month,No,13-24,Medium
31,73.55,Month-to-month,No,25-48,High
7,61.4,Month-to-month,No,0-12,Medium
8,103.35,Month-to-month,Yes,0-12,High
17,19.9,One year,No,13-24,Low
32,19.45,Month-to-month,No,25-48,Low
2,81.5,Month-to-month,No,0-12,High
7,84.8,Month-to-month,Yes,0-12,High
72,109.55,Two year,No,49-72,High
31,99.95,Month-to-month,Yes,25-48,High
27,74.4,Month-to-month,No,25-48,High
18,90.0,Month-to-month,Yes,13-24,High
7,74.9,Month-to-month,No,0-12,High
14,104.85,Month-to-month,Yes,13-24,High
11,59.65,Month-to-month,No,0-12,Medium
72,110.45,Two year,No,49-72,High
28,106.1,One year,Yes,25-48,High
15,74.2,Month-to-month,Yes,13-24,High
4,74.45,Month-to-month,No,0-12,High
71,24.55,Two year,No,49-72,Low
5,89.35,Month-to-month,Yes,0-12,High
47,24.55,Two year,No,25-48,Low
57,90.65,One year,No,49-72,High
50,105.05,Two year,No,49-72,High
8,20.45,Month-to-month,No,0-12,Low
48,19.55,Two year,No,25-48,Low
70,19.7,One year,No,49-72,Low
1,70.45,Month-to-month,No,0-12,High
8,85.65,Month-to-month,No,0-12,High
1,77.15,Month-to-month,Yes,0-12,High
1,35.25,Month-to-month,Yes,0-12,Medium
60,20.55,Two year,No,49-72,Low
49,97.95,One year,No,49-72,High
4,48.55,Month-to-month,Yes,0-12,Medium
29,20.0,One year,No,25-48,Low
67,25.25,Two year,No,49-72,Low
53,98.4,Month-to-month,Yes,49-72,High
67,70.9,Two year,No,49-72,High
6,19.85,Month-to-month,No,0-12,Low
47,106.35,Month-to-month,No,25-48,High
53,99.5,Two year,No,49-72,High
69,84.7,Two year,No,49-72,High
3,86.05,Month-to-month,No,0-12,High
4,44.55,Month-to-month,No,0-12,Medium
56,75.85,Two year,No,49-72,High
59,93.85,Month-to-month,Yes,49-72,High
61,25.0,Two year,No,49-72,Low
2,45.0,Month-to-month,No,0-12,Medium
46,100.7,Month-to-month,Yes,25-48,High
12,20.5,Month-to-month,No,0-12,Low
14,80.45,Month-to-month,Yes,13-24,High
28,90.45,One year,No,25-48,High
24,60.45,Month-to-month,No,13-24,Medium
31,55.25,Month-to-month,Yes,25-48,Medium
68,78.45,One year,No,49-72,High
39,100.55,Two year,No,25-48,High
42,20.35,Month-to-month,No,25-48,Low
13,54.45,Month-to-month,Yes,13-24,Medium
6,90.75,Month-to-month,No,0-12,High
35,75.35,Month-to-month,Yes,25-48,High
38,20.25,One year,No,25-48,Low
18,20.05,Two year,No,13-24,Low
4,19.6,Month-to-month,No,0-12,Low
27,53.8,Month-to-month,No,25-48,Medium
41,70.2,One year,No,25-48,High
50,75.5,One year,No,49-72,High
72,20.35,Two year,No,49-72,Low
70,26.05,One year,No,49-72,Low
44,20.6,One year,No,25-48,Low
2,75.7,Month-to-month,Yes,0-12,High
34,20.1,One year,No,25-48,Low
72,24.3,Two year,No,49-72,Low
71,24.5,Two year,No,49-72,Low
64,110.5,Two year,No,49-72,High
72,25.25,Two year,No,49-72,Low
1,74.25,Month-to-month,Yes,0-12,High
29,90.1,One year,No,25-48,High
23,68.75,One year,No,13-24,Medium
52,19.2,Two year,No,49-72,Low
25,89.7,Month-to-month,Yes,25-48,High
64,115.1,Two year,No,49-72,High
16,96.4,Month-to-month,Yes,13-24,High
1,69.5,Month-to-month,Yes,0-12,Medium
24,99.65,Month-to-month,No,13-24,High
2,91.45,Month-to-month,No,0-12,High
34,84.75,Two year,No,25-48,High
36,85.25,Month-to-month,Yes,25-48,High
53,78.75,One year,No,49-72,High
47,20.25,Two year,No,25-48,Low
72,19.9,Two year,No,49-72,Low
72,97.75,Two year,No,49-72,High
1,19.4,Month-to-month,Yes,0-12,Low
9,83.3,Month-to-month,Yes,0-12,High
8,80.1,Month-to-month,Yes,0-12,High
45,62.7,One year,Yes,25-48,Medium
7,100.4,Month-to-month,No,0-12,High
71,24.45,Two year,No,49-72,Low
41,101.1,One year,No,25-48,High
67,50.9,Two year,No,49-72,Medium
69,107.2,One year,No,49-72,High
70,92.2,Two year,No,49-72,High
25,25.3,One year,Yes,25-48,Low
72,113.4,Two year,No,49-72,High
34,40.55,Two year,No,25-48,Medium
65,26.0,Two year,No,49-72,Low
70,111.95,Two year,No,49-72,High
72,53.8,Two year,No,49-72,Medium
35,72.1,One year,No,25-48,High
13,98.15,Month-to-month,Yes,13-24,High
12,78.85,One year,No,0-12,High
62,70.75,One year,No,49-72,High
25,76.15,Month-to-month,No,25-48,High
52,39.1,Two year,No,49-72,Medium
8,69.95,Month-to-month,No,0-12,Medium
2,20.05,Month-to-month,No,0-12,Low
56,20.05,Two year,No,49-72,Low
12,19.45,Month-to-month,No,0-12,Low
47,26.9,One year,No,25-48,Low
2,19.2,Month-to-month,No,0-12,Low
18,50.0,Month-to-month,No,13-24,Medium
8,60.0,Month-to-month,No,0-12,Medium
45,84.55,Month-to-month,No,25-48,High
3,45.45,Month-to-month,No,0-12,Medium
38,20.05,One year,No,25-48,Low
72,115.55,Two year,No,49-72,High
46,93.7,Month-to-month,Yes,25-48,High
71,99.0,Two year,No,49-72,High
66,50.55,Two year,No,49-72,Medium
25,105.95,Month-to-month,Yes,25-48,High
18,82.0,One year,Yes,13-24,High
13,25.0,Two year,No,13-24,Low
65,91.55,Two year,No,49-72,High
60,95.75,Month-to-month,Yes,49-72,High
15,19.35,Two year,No,13-24,Low
72,24.85,Two year,No,49-72,Low
30,94.05,Month-to-month,Yes,25-48,High
42,100.4,Two year,No,25-48,High
71,25.0,Two year,No,49-72,Low
1,54.75,Month-to-month,Yes,0-12,Medium
39,95.65,Month-to-month,Yes,25-48,High
35,19.25,Month-to-month,No,25-48,Low
53,108.25,Month-to-month,No,49-72,High
1,94.6,Month-to-month,Yes,0-12,High
31,98.9,Month-to-month,Yes,25-48,High
48,20.15,Two year,No,25-48,Low
30,101.3,Month-to-month,No,25-48,High
10,20.0,Month-to-month,No,0-12,Low
12,105.3,Month-to-month,No,0-12,High
57,69.85,Two year,No,49-72,Medium
58,65.25,Month-to-month,No,49-72,Medium
37,19.8,Two year,No,25-48,Low
44,19.6,Month-to-month,No,25-48,Low
27,20.05,One year,No,25-48,Low
8,49.4,Month-to-month,No,0-12,Medium
3,76.05,Month-to-month,Yes,0-12,High
25,88.4,Month-to-month,No,25-48,High
57,100.6,Month-to-month,No,49-72,High
12,19.45,Month-to-month,No,0-12,Low
62,20.3,Two year,No,49-72,Low
65,107.65,Two year,No,49-72,High
71,80.45,Two year,No,49-72,High
21,58.85,One year,No,13-24,Medium
71,109.6,One year,No,49-72,High
7,75.15,Month-to-month,No,0-12,High
72,73.0,Two year,No,49-72,High
1,70.1,Month-to-month,No,0-12,High
72,98.65,Two year,No,49-72,High
64,111.45,One year,No,49-72,High
72,114.9,Two year,No,49-72,High
29,100.55,Month-to-month,No,25-48,High
13,20.4,Two year,No,13-24,Low
31,104.35,Month-to-month,No,25-48,High
1,69.75,Month-to-month,Yes,0-12,Medium
7,34.5,Month-to-month,Yes,0-12,Low
61,105.55,Month-to-month,Yes,49-72,High
39,30.1,Month-to-month,Yes,25-48,Low
10,70.3,Month-to-month,Yes,0-12,High
14,80.45,Month-to-month,No,13-24,High
1,80.2,Month-to-month,Yes,0-12,High
67,94.35,One year,Yes,49-72,High
72,91.35,Two year,No,49-72,High
6,44.6,Month-to-month,Yes,0-12,Medium
1,19.6,Month-to-month,Yes,0-12,Low
25,19.9,One year,No,25-48,Low
33,110.45,Month-to-month,Yes,25-48,High
18,68.35,Month-to-month,No,13-24,Medium
71,79.1,Two year,No,49-72,High
28,51.0,One year,No,25-48,Medium
2,80.55,Month-to-month,No,0-12,High
17,66.7,Month-to-month,No,13-24,Medium
56,86.4,Month-to-month,No,49-72,High
60,50.05,One year,No,49-72,Medium
33,25.7,Two year,No,25-48,Low
1,83.4,Month-to-month,No,0-12,High
2,70.7,Month-to-month,Yes,0-12,High
63,84.65,Two year,No,49-72,High
7,99.25,Month-to-month,Yes,0-12,High
55,64.75,Two year,No,49-72,Medium
65,100.15,One year,No,49-72,High
1,84.8,Month-to-month,Yes,0-12,High
63,25.25,Two year,No,49-72,Low
70,113.0,Two year,No,49-72,High
36,40.65,Two year,No,25-48,Medium
52,105.0,One year,Yes,49-72,High
22,54.45,Month-to-month,Yes,13-24,Medium
22,94.95,Month-to-month,No,13-24,High
5,59.9,Month-to-month,No,0-12,Medium
47,85.3,Month-to-month,Yes,25-48,High
33,83.35,Month-to-month,Yes,25-48,High
18,33.5,Month-to-month,Yes,13-24,Low
1,19.8,Month-to-month,No,0-12,Low
56,81.8,Two year,No,49-72,High
2,20.0,Month-to-month,No,0-12,Low
35,59.6,Month-to-month,No,25-48,Medium
64,25.0,Two year,No,49-72,Low
15,84.35,Month-to-month,No,13-24,High
24,90.35,Month-to-month,Yes,13-24,High
1,55.55,Month-to-month,No,0-12,Medium
70,75.35,Two year,No,49-72,High
1,90.75,Month-to-month,Yes,0-12,High
4,89.6,Month-to-month,Yes,0-12,High
39,59.3,One year,No,25-48,Medium
29,66.1,Month-to-month,No,25-48,Medium
14,18.8,Two year,No,13-24,Low
61,86.45,Two year,No,49-72,High
13,52.1,Month-to-month,No,13-24,Medium
66,47.4,Two year,No,49-72,Medium
2,49.25,Month-to-month,Yes,0-12,Medium
59,109.15,One year,No,49-72,High
62,94.95,One year,No,49-72,High
33,93.55,One year,No,25-48,High
66,79.5,Two year,No,49-72,High
72,115.05,Two year,No,49-72,High
1,19.75,Month-to-month,Yes,0-12,Low
19,95.15,Month-to-month,Yes,13-24,High
51,95.15,One year,No,49-72,High
63,105.4,Month-to-month,No,49-72,High
27,20.1,One year,No,25-48,Low
22,101.35,Month-to-month,Yes,13-24,High
4,20.05,Month-to-month,No,0-12,Low
42,20.7,Two year,No,25-48,Low
29,20.35,One year,No,25-48,Low
4,70.05,Month-to-month,Yes,0-12,High
30,19.7,One year,No,25-48,Low
4,74.65,Month-to-month,Yes,0-12,High
71,85.45,Two year,No,49-72,High
46,40.4,Two year,No,25-48,Medium
4,50.4,Month-to-month,Yes,0-12,Medium
7,79.65,Month-to-month,Yes,0-12,High
69,105.2,One year,No,49-72,High
72,100.65,Two year,No,49-72,High
19,79.85,Month-to-month,Yes,13-24,High
28,91.0,Month-to-month,No,25-48,High
5,78.75,Month-to-month,Yes,0-12,High
72,116.75,Two year,No,49-72,High
8,80.45,Month-to-month,Yes,0-12,High
7,59.1,One year,No,0-12,Medium
22,49.8,Month-to-month,No,13-24,Medium
72,19.3,Two year,No,49-72,Low
8,19.65,Month-to-month,No,0-12,Low
52,81.4,One year,No,49-72,High
68,38.9,Two year,No,49-72,Medium
71,87.95,Two year,No,49-72,High
2,19.85,Month-to-month,No,0-12,Low
34,96.35,Month-to-month,No,25-48,High
35,24.15,Month-to-month,No,25-48,Low
61,19.1,One year,No,49-72,Low
1,44.0,Month-to-month,No,0-12,Medium
1,50.1,Month-to-month,Yes,0-12,Medium
53,60.6,One year,No,49-72,Medium
72,25.65,Two year,No,49-72,Low
2,76.4,Month-to-month,Yes,0-12,High
3,98.7,Month-to-month,Yes,0-12,High
13,100.8,Month-to-month,Yes,13-24,High
41,53.95,Month-to-month,No,25-48,Medium
24,20.4,One year,No,13-24,Low
28,90.1,One year,Yes,25-48,High
8,29.35,Month-to-month,No,0-12,Low
1,20.45,Month-to-month,No,0-12,Low
54,95.1,Two year,No,49-72,High
41,25.25,Month-to-month,No,25-48,Low
19,44.9,Month-to-month,No,13-24,Medium
72,92.65,Two year,No,49-72,High
62,43.7,Two year,No,49-72,Medium
56,72.6,Two year,No,49-72,High
15,51.55,Month-to-month,Yes,13-24,Medium
10,79.25,Month-to-month,Yes,0-12,High
32,18.95,Two year,No,25-48,Low
21,20.5,Month-to-month,No,13-24,Low
62,19.95,One year,No,49-72,Low
2,24.5,Month-to-month,No,0-12,Low
27,20.6,Two year,No,25-48,Low
5,94.85,Month-to-month,Yes,0-12,High
25,61.05,One year,No,25-48,Medium
2,85.7,Month-to-month,Yes,0-12,High
49,106.65,One year,No,49-72,High
63,108.25,Month-to-month,No,49-72,High
4,20.4,Month-to-month,No,0-12,Low
1,55.3,Month-to-month,No,0-12,Medium
11,20.25,Month-to-month,No,0-12,Low
52,72.95,Month-to-month,No,49-72,High
60,89.45,Month-to-month,No,49-72,High
64,104.65,One year,No,49-72,High
43,75.2,Two year,No,25-48,High
61,101.15,One year,No,49-72,High
1,44.4,Month-to-month,Yes,0-12,Medium
5,89.5,Month-to-month,Yes,0-12,High
66,68.75,Two year,No,49-72,Medium
67,111.05,Two year,No,49-72,High
42,99.0,Two year,No,25-48,High
1,86.05,Month-to-month,Yes,0-12,High
31,21.0,Two year,No,25-48,Low
7,19.4,Month-to-month,No,0-12,Low
4,44.55,Month-to-month,Yes,0-12,Medium
34,77.2,One year,No,25-48,High
3,19.45,One year,No,0-12,Low
19,24.85,Month-to-month,No,13-24,Low
31,35.4,Month-to-month,Yes,25-48,Medium
1,95.65,Month-to-month,Yes,0-12,High
3,41.35,Month-to-month,No,0-12,Medium
46,19.6,Month-to-month,No,25-48,Low
1,20.95,Month-to-month,Yes,0-12,Low
